group,loan_age_months,survival,cumulative_event_prob,n_loans,events
740-779,120,0.9654322374212639,0.03456776257873606,5066,124
780+,0,1.0,0.0,5179,44
780+,1,1.0,0.0,5179,44
780+,2,1.0,0.0,5179,44
780+,3,0.9992178333985134,0.0007821666014865558,5179,44
780+,4,0.9988253676351994,0.001174632364800643,5179,44
780+,5,0.998628166180583,0.0013718338194169677,5179,44
780+,6,0.9984288392013059,0.0015711607986941267,5179,44
780+,7,0.9980251889732076,0.0019748110267924224,5179,44
780+,8,0.997820968553938,0.0021790314460620186,5179,44
780+,9,0.9972010756349767,0.00279892436502327,5179,44
780+,10,0.9967826988463729,0.0032173011536270613,5179,44
780+,11,0.9959327455751326,0.004067254424867439,5179,44
780+,12,0.9957172223668275,0.00428277763317253,5179,44
780+,13,0.9954990547019791,0.00450094529802092,5179,44
780+,14,0.9954990547019791,0.00450094529802092,5179,44
780+,15,0.9950489081703465,0.004951091829653476,5179,44
780+,16,0.9945916246647539,0.005408375335246074,5179,44
780+,17,0.9938952944724564,0.006104705527543608,5179,44
780+,18,0.9934247001095428,0.006575299890457242,5179,44
780+,19,0.9934247001095428,0.006575299890457242,5179,44
780+,20,0.9931854359717528,0.006814564028247205,5179,44
780+,21,0.9931854359717528,0.006814564028247205,5179,44
780+,22,0.9929402655358178,0.007059734464182177,5179,44
780+,23,0.9929402655358178,0.007059734464182177,5179,44
780+,24,0.9929402655358178,0.007059734464182177,5179,44
780+,25,0.9929402655358178,0.007059734464182177,5179,44
780+,26,0.9929402655358178,0.007059734464182177,5179,44
780+,27,0.9929402655358178,0.007059734464182177,5179,44
780+,28,0.9926723377793312,0.007327662220668829,5179,44
780+,29,0.9926723377793312,0.007327662220668829,5179,44
780+,30,0.9926723377793312,0.007327662220668829,5179,44
780+,31,0.9926723377793312,0.007327662220668829,5179,44
780+,32,0.9926723377793312,0.007327662220668829,5179,44
780+,33,0.99236932424521,0.0076306757547900395,5179,44
780+,34,0.991435768907256,0.008564231092743957,5179,44
780+,35,0.9911162601193398,0.008883739880660158,5179,44
780+,36,0.9911162601193398,0.008883739880660158,5179,44
780+,37,0.9911162601193398,0.008883739880660158,5179,44
780+,38,0.9911162601193398,0.008883739880660158,5179,44
780+,39,0.9907617836314574,0.009238216368542607,5179,44
780+,40,0.9903995306941147,0.009600469305885317,5179,44
780+,41,0.990027759098508,0.009972240901491958,5179,44
780+,42,0.990027759098508,0.009972240901491958,5179,44
780+,43,0.990027759098508,0.009972240901491958,5179,44
780+,44,0.990027759098508,0.009972240901491958,5179,44
780+,45,0.990027759098508,0.009972240901491958,5179,44
780+,46,0.990027759098508,0.009972240901491958,5179,44
780+,47,0.990027759098508,0.009972240901491958,5179,44
780+,48,0.990027759098508,0.009972240901491958,5179,44
780+,49,0.990027759098508,0.009972240901491958,5179,44
780+,50,0.990027759098508,0.009972240901491958,5179,44
780+,51,0.9895231577941769,0.010476842205823123,5179,44
780+,52,0.9895231577941769,0.010476842205823123,5179,44
780+,53,0.9895231577941769,0.010476842205823123,5179,44
780+,54,0.9895231577941769,0.010476842205823123,5179,44
780+,55,0.9895231577941769,0.010476842205823123,5179,44
780+,56,0.9895231577941769,0.010476842205823123,5179,44
780+,57,0.9895231577941769,0.010476842205823123,5179,44
780+,58,0.9895231577941769,0.010476842205823123,5179,44
780+,59,0.9895231577941769,0.010476842205823123,5179,44
780+,60,0.9895231577941769,0.010476842205823123,5179,44
780+,61,0.9895231577941769,0.010476842205823123,5179,44
780+,62,0.9895231577941769,0.010476842205823123,5179,44
780+,63,0.9895231577941769,0.010476842205823123,5179,44
780+,64,0.9895231577941769,0.010476842205823123,5179,44
780+,65,0.9895231577941769,0.010476842205823123,5179,44
780+,66,0.9895231577941769,0.010476842205823123,5179,44
780+,67,0.9895231577941769,0.010476842205823123,5179,44
780+,68,0.9877655678158564,0.012234432184143551,5179,44
780+,69,0.9877655678158564,0.012234432184143551,5179,44
780+,70,0.9877655678158564,0.012234432184143551,5179,44
780+,71,0.9877655678158564,0.012234432184143551,5179,44
780+,72,0.9877655678158564,0.012234432184143551,5179,44
780+,73,0.9877655678158564,0.012234432184143551,5179,44
780+,74,0.9877655678158564,0.012234432184143551,5179,44
780+,75,0.9877655678158564,0.012234432184143551,5179,44
780+,76,0.9877655678158564,0.012234432184143551,5179,44
780+,77,0.9877655678158564,0.012234432184143551,5179,44
780+,78,0.9877655678158564,0.012234432184143551,5179,44
780+,79,0.9877655678158564,0.012234432184143551,5179,44
780+,80,0.9877655678158564,0.012234432184143551,5179,44
780+,81,0.9877655678158564,0.012234432184143551,5179,44
780+,82,0.9877655678158564,0.012234432184143551,5179,44
780+,83,0.9877655678158564,0.012234432184143551,5179,44
780+,84,0.9877655678158564,0.012234432184143551,5179,44
780+,85,0.9877655678158564,0.012234432184143551,5179,44
780+,86,0.9877655678158564,0.012234432184143551,5179,44
780+,87,0.9877655678158564,0.012234432184143551,5179,44
780+,88,0.9877655678158564,0.012234432184143551,5179,44
780+,89,0.9877655678158564,0.012234432184143551,5179,44
780+,90,0.9877655678158564,0.012234432184143551,5179,44
780+,91,0.9877655678158564,0.012234432184143551,5179,44
780+,92,0.9877655678158564,0.012234432184143551,5179,44
780+,93,0.9877655678158564,0.012234432184143551,5179,44
780+,94,0.9877655678158564,0.012234432184143551,5179,44
780+,95,0.9877655678158564,0.012234432184143551,5179,44
780+,96,0.9877655678158564,0.012234432184143551,5179,44
780+,97,0.9877655678158564,0.012234432184143551,5179,44
780+,98,0.9877655678158564,0.012234432184143551,5179,44
780+,99,0.9877655678158564,0.012234432184143551,5179,44
780+,100,0.9877655678158564,0.012234432184143551,5179,44
780+,101,0.9877655678158564,0.012234432184143551,5179,44
780+,102,0.9877655678158564,0.012234432184143551,5179,44
780+,103,0.9877655678158564,0.012234432184143551,5179,44
780+,104,0.9877655678158564,0.012234432184143551,5179,44
780+,105,0.9877655678158564,0.012234432184143551,5179,44
780+,106,0.9877655678158564,0.012234432184143551,5179,44
780+,107,0.9877655678158564,0.012234432184143551,5179,44
780+,108,0.9877655678158564,0.012234432184143551,5179,44
780+,109,0.9877655678158564,0.012234432184143551,5179,44
780+,110,0.9877655678158564,0.012234432184143551,5179,44
780+,111,0.9877655678158564,0.012234432184143551,5179,44
780+,112,0.9877655678158564,0.012234432184143551,5179,44
780+,113,0.9877655678158564,0.012234432184143551,5179,44
780+,114,0.9877655678158564,0.012234432184143551,5179,44
780+,115,0.9877655678158564,0.012234432184143551,5179,44
780+,116,0.9877655678158564,0.012234432184143551,5179,44
780+,117,0.9877655678158564,0.012234432184143551,5179,44
780+,118,0.9877655678158564,0.012234432184143551,5179,44
780+,119,0.9877655678158564,0.012234432184143551,5179,44
780+,120,0.9877655678158564,0.012234432184143551,5179,44
